order_id,date,year,month,weekday,item,category,quantity,unit_price,total_revenue,unit_cost,total_cost,total_profit,payment_method,waiter,channel
227,2024-12-24,2024,12,1,Sushi,Main,1,63.02,63.02,37.81,37.81,25.21,Cash,Diego,Delivery
228,2024-01-05,2024,1,4,Beer,Drink,5,13.83,69.15,6.22,31.1,38.05,Cash,Eduarda,Takeaway
229,2024-09-11,2024,9,2,Sushi,Main,2,69.03,138.06,41.42,82.84,55.22,Credit Card,Eduarda,Delivery
230,2024-04-22,2024,4,0,Salad,Starter,2,30.86,61.72,13.89,27.78,33.94,Debit Card,Bruno,Takeaway
231,2024-02-19,2024,2,0,Burger,Main,2,32.47,64.94,17.86,35.72,29.22,Debit Card,Diego,Dine-in
232,2024-10-23,2024,10,2,Steak,Main,4,120.11,480.44,69.66,278.64,201.8,Credit Card,Ana,Delivery
233,2024-06-16,2024,6,6,Fries,Side,2,18.34,36.68,7.34,14.68,22.0,Credit Card,Bruno,Dine-in
234,2024-10-03,2024,10,3,Steak,Main,3,77.08,231.24,44.71,134.13,97.11,Debit Card,Bruno,Delivery
235,2024-09-03,2024,9,1,Sushi,Main,1,69.46,69.46,41.68,41.68,27.78,Debit Card,Ana,Delivery
236,2024-02-08,2024,2,3,Pasta,Main,1,58.61,58.61,30.48,30.48,28.13,Credit Card,Diego,Takeaway
237,2024-07-06,2024,7,5,Pizza,Main,2,64.86,129.72,32.43,64.86,64.86,Pix,Ana,Delivery
238,2024-10-01,2024,10,1,Pizza,Main,1,74.1,74.1,37.05,37.05,37.05,Pix,Carla,Takeaway
239,2024-12-10,2024,12,1,Sushi,Main,5,65.05,325.25,39.03,195.15,130.1,Pix,Carla,Dine-in
240,2024-12-11,2024,12,2,Salad,Starter,2,36.46,72.92,16.41,32.82,40.1,Pix,Ana,Takeaway
241,2024-10-14,2024,10,0,Steak,Main,1,71.85,71.85,41.67,41.67,30.18,Credit Card,Ana,Takeaway
242,2024-08-25,2024,8,6,Sushi,Main,2,61.35,122.7,36.81,73.62,49.08,Pix,Ana,Dine-in
243,2024-01-24,2024,1,2,Burger,Main,2,32.21,64.42,17.72,35.44,28.98,Debit Card,Diego,Dine-in
244,2024-02-19,2024,2,0,Salad,Starter,4,29.69,118.76,13.36,53.44,65.32,Credit Card,Diego,Delivery
245,2024-07-08,2024,7,0,Soda,Drink,2,8.46,16.92,2.96,5.92,11.0,Pix,Eduarda,Takeaway
246,2024-03-20,2024,3,2,Fries,Side,3,20.31,60.93,8.12,24.36,36.57,Cash,Diego,Takeaway
247,2024-07-27,2024,7,5,Sushi,Main,3,60.66,181.98,36.4,109.2,72.78,Cash,Carla,Dine-in
248,2024-08-15,2024,8,3,Dessert,Dessert,3,22.0,66.0,9.24,27.72,38.28,Credit Card,Carla,Dine-in
249,2024-12-17,2024,12,1,Steak,Main,1,104.98,104.98,60.89,60.89,44.09,Debit Card,Ana,Delivery
250,2024-05-21,2024,5,1,Salad,Starter,1,34.98,34.98,15.74,15.74,19.24,Cash,Diego,Dine-in
251,2024-12-05,2024,12,3,Salad,Starter,1,29.87,29.87,13.44,13.44,16.43,Cash,Ana,Delivery
252,2024-05-04,2024,5,5,Pasta,Main,6,58.77,352.62,30.56,183.36,169.26,Credit Card,Ana,Takeaway
253,2024-04-16,2024,4,1,Beer,Drink,3,17.29,51.87,7.78,23.34,28.53,Credit Card,Bruno,Delivery
254,2024-03-16,2024,3,5,Beer,Drink,2,19.37,38.74,8.72,17.44,21.3,Cash,Carla,Dine-in
255,2024-03-07,2024,3,3,Soda,Drink,1,11.83,11.83,4.14,4.14,7.69,Debit Card,Bruno,Dine-in
256,2024-12-04,2024,12,2,Burger,Main,4,40.57,162.28,22.31,89.24,73.04,Credit Card,Ana,Delivery
257,2024-05-01,2024,5,2,Beer,Drink,3,21.17,63.51,9.53,28.59,34.92,Debit Card,Ana,Dine-in
258,2024-05-15,2024,5,2,Burger,Main,1,37.43,37.43,20.59,20.59,16.84,Credit Card,Diego,Takeaway
259,2024-02-28,2024,2,2,Pizza,Main,3,47.92,143.76,23.96,71.88,71.88,Pix,Diego,Delivery
260,2024-09-19,2024,9,3,Beer,Drink,3,16.03,48.09,7.21,21.63,26.46,Cash,Diego,Takeaway
261,2024-04-23,2024,4,1,Beer,Drink,2,21.38,42.76,9.62,19.24,23.52,Cash,Eduarda,Delivery
262,2024-08-22,2024,8,3,Burger,Main,1,42.25,42.25,23.24,23.24,19.01,Cash,Diego,Delivery
263,2024-08-06,2024,8,1,Pizza,Main,5,74.66,373.3,37.33,186.65,186.65,Pix,Diego,Dine-in
264,2024-02-11,2024,2,6,Steak,Main,6,87.91,527.46,50.99,305.94,221.52,Credit Card,Ana,Dine-in
265,2024-05-20,2024,5,0,Beer,Drink,2,16.71,33.42,7.52,15.04,18.38,Debit Card,Diego,Takeaway
266,2024-09-28,2024,9,5,Sushi,Main,1,73.31,73.31,43.99,43.99,29.32,Pix,Eduarda,Takeaway
267,2024-08-08,2024,8,3,Pizza,Main,1,54.53,54.53,27.27,27.27,27.26,Cash,Eduarda,Takeaway
268,2024-04-20,2024,4,5,Fries,Side,3,15.55,46.65,6.22,18.66,27.99,Pix,Bruno,Delivery
269,2024-06-22,2024,6,5,Dessert,Dessert,2,21.41,42.82,8.99,17.98,24.84,Pix,Diego,Takeaway
270,2024-02-18,2024,2,6,Steak,Main,5,88.91,444.55,51.57,257.85,186.7,Pix,Carla,Takeaway
271,2024-05-10,2024,5,4,Steak,Main,3,122.95,368.85,71.31,213.93,154.92,Credit Card,Diego,Dine-in
272,2024-02-16,2024,2,4,Pizza,Main,1,61.0,61.0,30.5,30.5,30.5,Cash,Diego,Dine-in
273,2024-07-09,2024,7,1,Pasta,Main,2,44.64,89.28,23.21,46.42,42.86,Cash,Eduarda,Takeaway
274,2024-10-14,2024,10,0,Steak,Main,5,72.49,362.45,42.04,210.2,152.25,Cash,Diego,Delivery
275,2024-12-06,2024,12,4,Fries,Side,1,24.27,24.27,9.71,9.71,14.56,Cash,Carla,Takeaway
276,2024-06-08,2024,6,5,Steak,Main,1,113.72,113.72,65.96,65.96,47.76,Cash,Eduarda,Takeaway
277,2024-04-18,2024,4,3,Pasta,Main,2,51.0,102.0,26.52,53.04,48.96,Pix,Bruno,Dine-in
278,2024-06-28,2024,6,4,Soda,Drink,1,11.96,11.96,4.19,4.19,7.77,Debit Card,Ana,Delivery
279,2024-10-20,2024,10,6,Salad,Starter,6,35.72,214.32,16.07,96.42,117.9,Pix,Eduarda,Takeaway
280,2024-11-10,2024,11,6,Soda,Drink,1,10.3,10.3,3.6,3.6,6.7,Cash,Eduarda,Takeaway
281,2024-12-21,2024,12,5,Sushi,Main,1,90.49,90.49,54.29,54.29,36.2,Cash,Bruno,Delivery
282,2024-12-25,2024,12,2,Sushi,Main,1,68.84,68.84,41.3,41.3,27.54,Debit Card,Carla,Dine-in
283,2024-04-02,2024,4,1,Pasta,Main,3,57.88,173.64,30.1,90.3,83.34,Pix,Ana,Dine-in
284,2024-11-20,2024,11,2,Burger,Main,2,35.21,70.42,19.37,38.74,31.68,Cash,Eduarda,Dine-in
285,2024-07-11,2024,7,3,Fries,Side,7,24.79,173.53,9.92,69.44,104.09,Pix,Carla,Dine-in
286,2024-07-08,2024,7,0,Sushi,Main,1,83.07,83.07,49.84,49.84,33.23,Debit Card,Eduarda,Takeaway
287,2024-02-13,2024,2,1,Burger,Main,1,40.72,40.72,22.4,22.4,18.32,Credit Card,Bruno,Takeaway
288,2024-01-26,2024,1,4,Pizza,Main,1,70.17,70.17,35.09,35.09,35.08,Debit Card,Diego,Takeaway
289,2024-08-05,2024,8,0,Dessert,Dessert,1,23.07,23.07,9.69,9.69,13.38,Pix,Diego,Delivery
290,2024-04-20,2024,4,5,Soda,Drink,2,11.55,23.1,4.04,8.08,15.02,Cash,Carla,Delivery
291,2024-02-26,2024,2,0,Sushi,Main,3,67.31,201.93,40.39,121.17,80.76,Pix,Eduarda,Takeaway
292,2024-06-06,2024,6,3,Burger,Main,2,38.15,76.3,20.98,41.96,34.34,Credit Card,Diego,Takeaway
293,2024-01-29,2024,1,0,Burger,Main,3,38.9,116.7,21.39,64.17,52.53,Credit Card,Carla,Dine-in
294,2024-03-11,2024,3,0,Sushi,Main,1,93.72,93.72,56.23,56.23,37.49,Debit Card,Carla,Dine-in
295,2024-01-04,2024,1,3,Dessert,Dessert,1,29.27,29.27,12.29,12.29,16.98,Pix,Bruno,Dine-in
296,2024-07-13,2024,7,5,Soda,Drink,1,9.6,9.6,3.36,3.36,6.24,Credit Card,Eduarda,Takeaway
297,2024-12-08,2024,12,6,Steak,Main,2,104.31,208.62,60.5,121.0,87.62,Cash,Diego,Takeaway
298,2024-01-22,2024,1,0,Fries,Side,3,23.83,71.49,9.53,28.59,42.9,Cash,Diego,Dine-in
299,2024-06-09,2024,6,6,Beer,Drink,1,20.27,20.27,9.12,9.12,11.15,Pix,Eduarda,Delivery
300,2024-12-29,2024,12,6,Fries,Side,2,16.44,32.88,6.58,13.16,19.72,Debit Card,Ana,Delivery
301,2024-01-11,2024,1,3,Steak,Main,1,102.83,102.83,59.64,59.64,43.19,Credit Card,Eduarda,Delivery
302,2024-12-19,2024,12,3,Steak,Main,2,129.14,258.28,74.9,149.8,108.48,Cash,Diego,Dine-in
303,2024-05-04,2024,5,5,Fries,Side,2,23.58,47.16,9.43,18.86,28.3,Pix,Eduarda,Dine-in
304,2024-07-21,2024,7,6,Sushi,Main,3,85.88,257.64,51.53,154.59,103.05,Debit Card,Bruno,Delivery
305,2024-03-27,2024,3,2,Pizza,Main,3,59.08,177.24,29.54,88.62,88.62,Cash,Eduarda,Takeaway
306,2024-04-09,2024,4,1,Steak,Main,3,81.84,245.52,47.47,142.41,103.11,Debit Card,Bruno,Dine-in
307,2024-02-22,2024,2,3,Pasta,Main,1,43.18,43.18,22.45,22.45,20.73,Debit Card,Bruno,Dine-in
308,2024-11-04,2024,11,0,Pasta,Main,4,55.88,223.52,29.06,116.24,107.28,Cash,Bruno,Takeaway
309,2024-09-09,2024,9,0,Dessert,Dessert,5,30.0,150.0,12.6,63.0,87.0,Pix,Eduarda,Takeaway
310,2024-11-21,2024,11,3,Beer,Drink,4,13.21,52.84,5.94,23.76,29.08,Debit Card,Carla,Dine-in
311,2024-08-13,2024,8,1,Pizza,Main,2,51.17,102.34,25.59,51.18,51.16,Pix,Diego,Takeaway
312,2024-06-04,2024,6,1,Sushi,Main,1,77.22,77.22,46.33,46.33,30.89,Cash,Carla,Takeaway
313,2024-02-07,2024,2,2,Sushi,Main,2,78.93,157.86,47.36,94.72,63.14,Pix,Diego,Dine-in
314,2024-01-30,2024,1,1,Steak,Main,1,90.63,90.63,52.57,52.57,38.06,Debit Card,Ana,Takeaway
315,2024-02-16,2024,2,4,Beer,Drink,2,12.86,25.72,5.79,11.58,14.14,Pix,Diego,Takeaway
316,2024-10-10,2024,10,3,Burger,Main,3,34.08,102.24,18.74,56.22,46.02,Pix,Eduarda,Takeaway
317,2024-04-06,2024,4,5,Steak,Main,1,93.37,93.37,54.15,54.15,39.22,Pix,Eduarda,Dine-in
318,2024-02-01,2024,2,3,Dessert,Dessert,2,21.05,42.1,8.84,17.68,24.42,Cash,Carla,Takeaway
319,2024-02-13,2024,2,1,Soda,Drink,2,10.57,21.14,3.7,7.4,13.74,Credit Card,Ana,Dine-in
320,2024-12-28,2024,12,5,Dessert,Dessert,1,23.66,23.66,9.94,9.94,13.72,Pix,Eduarda,Takeaway
321,2024-11-08,2024,11,4,Pasta,Main,1,48.85,48.85,25.4,25.4,23.45,Debit Card,Carla,Delivery
322,2024-07-17,2024,7,2,Fries,Side,1,16.47,16.47,6.59,6.59,9.88,Debit Card,Eduarda,Dine-in
323,2024-11-19,2024,11,1,Steak,Main,2,103.05,206.1,59.77,119.54,86.56,Cash,Carla,Dine-in
324,2024-10-12,2024,10,5,Fries,Side,1,17.72,17.72,7.09,7.09,10.63,Debit Card,Carla,Takeaway
325,2024-12-02,2024,12,0,Beer,Drink,1,19.72,19.72,8.87,8.87,10.85,Credit Card,Carla,Dine-in
326,2024-10-25,2024,10,4,Pasta,Main,1,62.44,62.44,32.47,32.47,29.97,Debit Card,Carla,Takeaway
327,2024-12-23,2024,12,0,Fries,Side,4,22.01,88.04,8.8,35.2,52.84,Credit Card,Eduarda,Takeaway
328,2024-02-13,2024,2,1,Sushi,Main,1,88.44,88.44,53.06,53.06,35.38,Pix,Carla,Dine-in
329,2024-12-09,2024,12,0,Soda,Drink,3,12.45,37.35,4.36,13.08,24.27,Cash,Diego,Takeaway
330,2024-07-04,2024,7,3,Burger,Main,1,36.81,36.81,20.25,20.25,16.56,Debit Card,Carla,Dine-in
331,2024-04-19,2024,4,4,Steak,Main,1,69.97,69.97,40.58,40.58,29.39,Pix,Bruno,Dine-in
332,2024-03-11,2024,3,0,Pasta,Main,2,58.07,116.14,30.2,60.4,55.74,Cash,Carla,Dine-in
333,2024-09-16,2024,9,0,Soda,Drink,4,9.23,36.92,3.23,12.92,24.0,Cash,Carla,Takeaway
334,2024-03-08,2024,3,4,Beer,Drink,3,14.5,43.5,6.53,19.59,23.91,Pix,Bruno,Dine-in
335,2024-04-02,2024,4,1,Beer,Drink,1,19.19,19.19,8.64,8.64,10.55,Credit Card,Diego,Dine-in
336,2024-07-29,2024,7,0,Steak,Main,1,69.77,69.77,40.47,40.47,29.3,Credit Card,Diego,Takeaway
337,2024-05-25,2024,5,5,Dessert,Dessert,3,29.33,87.99,12.32,36.96,51.03,Credit Card,Eduarda,Dine-in
338,2024-06-07,2024,6,4,Dessert,Dessert,1,23.23,23.23,9.76,9.76,13.47,Credit Card,Carla,Takeaway
339,2024-10-19,2024,10,5,Dessert,Dessert,3,30.23,90.69,12.7,38.1,52.59,Pix,Carla,Delivery
340,2024-09-14,2024,9,5,Soda,Drink,2,12.14,24.28,4.25,8.5,15.78,Pix,Bruno,Dine-in
341,2024-11-05,2024,11,1,Pasta,Main,2,54.5,109.0,28.34,56.68,52.32,Debit Card,Ana,Takeaway
342,2024-09-03,2024,9,1,Steak,Main,1,105.14,105.14,60.98,60.98,44.16,Cash,Eduarda,Dine-in
343,2024-05-25,2024,5,5,Pizza,Main,2,68.6,137.2,34.3,68.6,68.6,Credit Card,Carla,Delivery
344,2024-09-19,2024,9,3,Pasta,Main,2,62.79,125.58,32.65,65.3,60.28,Pix,Ana,Dine-in
345,2024-08-18,2024,8,6,Steak,Main,3,82.58,247.74,47.9,143.7,104.04,Cash,Diego,Dine-in
346,2024-07-21,2024,7,6,Soda,Drink,1,10.83,10.83,3.79,3.79,7.04,Debit Card,Bruno,Delivery
347,2024-02-11,2024,2,6,Steak,Main,2,119.41,238.82,69.26,138.52,100.3,Credit Card,Ana,Delivery
348,2024-02-20,2024,2,1,Steak,Main,1,108.74,108.74,63.07,63.07,45.67,Credit Card,Bruno,Dine-in
349,2024-05-26,2024,5,6,Dessert,Dessert,1,30.59,30.59,12.85,12.85,17.74,Credit Card,Diego,Delivery
350,2024-11-11,2024,11,0,Burger,Main,1,31.04,31.04,17.07,17.07,13.97,Cash,Ana,Delivery
351,2024-04-20,2024,4,5,Pasta,Main,2,46.52,93.04,24.19,48.38,44.66,Pix,Ana,Delivery
352,2024-05-01,2024,5,2,Sushi,Main,1,81.82,81.82,49.09,49.09,32.73,Cash,Ana,Dine-in
353,2024-08-02,2024,8,4,Beer,Drink,1,14.32,14.32,6.44,6.44,7.88,Pix,Ana,Dine-in
354,2024-09-12,2024,9,3,Beer,Drink,4,20.45,81.8,9.2,36.8,45.0,Cash,Eduarda,Takeaway
355,2024-05-03,2024,5,4,Pasta,Main,1,58.65,58.65,30.5,30.5,28.15,Debit Card,Diego,Dine-in
356,2024-11-10,2024,11,6,Steak,Main,1,85.35,85.35,49.5,49.5,35.85,Credit Card,Eduarda,Delivery
357,2024-04-05,2024,4,4,Pizza,Main,1,62.22,62.22,31.11,31.11,31.11,Debit Card,Ana,Takeaway
358,2024-10-05,2024,10,5,Soda,Drink,2,9.01,18.02,3.15,6.3,11.72,Cash,Diego,Delivery
359,2024-01-23,2024,1,1,Fries,Side,1,20.17,20.17,8.07,8.07,12.1,Debit Card,Carla,Takeaway
360,2024-01-09,2024,1,1,Steak,Main,2,73.3,146.6,42.51,85.02,61.58,Cash,Carla,Dine-in
361,2024-12-02,2024,12,0,Pizza,Main,3,78.99,236.97,39.49,118.47,118.5,Debit Card,Bruno,Dine-in
362,2024-06-29,2024,6,5,Soda,Drink,1,10.35,10.35,3.62,3.62,6.73,Debit Card,Bruno,Takeaway
363,2024-08-25,2024,8,6,Dessert,Dessert,2,19.32,38.64,8.11,16.22,22.42,Credit Card,Bruno,Dine-in
364,2024-08-22,2024,8,3,Burger,Main,1,39.36,39.36,21.65,21.65,17.71,Debit Card,Bruno,Dine-in
365,2024-04-12,2024,4,4,Burger,Main,2,38.26,76.52,21.04,42.08,34.44,Debit Card,Carla,Takeaway
366,2024-07-22,2024,7,0,Soda,Drink,6,11.25,67.5,3.94,23.64,43.86,Pix,Carla,Dine-in
367,2024-11-27,2024,11,2,Salad,Starter,3,24.02,72.06,10.81,32.43,39.63,Debit Card,Carla,Dine-in
368,2024-12-01,2024,12,6,Steak,Main,2,108.69,217.38,63.04,126.08,91.3,Debit Card,Ana,Delivery
369,2024-08-11,2024,8,6,Fries,Side,1,22.64,22.64,9.06,9.06,13.58,Pix,Diego,Delivery
370,2024-04-05,2024,4,4,Dessert,Dessert,5,30.35,151.75,12.75,63.75,88.0,Pix,Carla,Takeaway
371,2024-05-16,2024,5,3,Pizza,Main,1,73.5,73.5,36.75,36.75,36.75,Pix,Ana,Delivery
372,2024-11-04,2024,11,0,Pasta,Main,5,56.26,281.3,29.26,146.3,135.0,Debit Card,Carla,Dine-in
373,2024-02-10,2024,2,5,Steak,Main,1,95.8,95.8,55.56,55.56,40.24,Debit Card,Carla,Delivery
374,2024-11-04,2024,11,0,Fries,Side,2,19.48,38.96,7.79,15.58,23.38,Credit Card,Diego,Delivery
375,2024-08-16,2024,8,4,Burger,Main,1,35.12,35.12,19.32,19.32,15.8,Debit Card,Eduarda,Delivery
376,2024-05-20,2024,5,0,Burger,Main,1,34.25,34.25,18.84,18.84,15.41,Cash,Diego,Delivery
377,2024-09-19,2024,9,3,Pasta,Main,3,54.23,162.69,28.2,84.6,78.09,Cash,Bruno,Takeaway
378,2024-12-13,2024,12,4,Dessert,Dessert,2,30.52,61.04,12.82,25.64,35.4,Cash,Bruno,Dine-in
379,2024-04-30,2024,4,1,Steak,Main,2,85.99,171.98,49.87,99.74,72.24,Debit Card,Diego,Takeaway
380,2024-01-17,2024,1,2,Beer,Drink,5,17.4,87.0,7.83,39.15,47.85,Credit Card,Diego,Delivery
381,2024-07-09,2024,7,1,Dessert,Dessert,1,21.2,21.2,8.9,8.9,12.3,Cash,Eduarda,Dine-in
382,2024-09-28,2024,9,5,Steak,Main,3,106.61,319.83,61.83,185.49,134.34,Pix,Carla,Takeaway
383,2024-05-22,2024,5,2,Salad,Starter,1,35.22,35.22,15.85,15.85,19.37,Cash,Ana,Takeaway
384,2024-04-05,2024,4,4,Dessert,Dessert,1,24.33,24.33,10.22,10.22,14.11,Pix,Eduarda,Dine-in
385,2024-05-14,2024,5,1,Sushi,Main,2,69.28,138.56,41.57,83.14,55.42,Pix,Bruno,Takeaway
386,2024-05-26,2024,5,6,Dessert,Dessert,2,26.14,52.28,10.98,21.96,30.32,Credit Card,Ana,Dine-in
387,2024-02-07,2024,2,2,Dessert,Dessert,1,19.62,19.62,8.24,8.24,11.38,Credit Card,Diego,Dine-in
388,2024-12-15,2024,12,6,Steak,Main,2,80.73,161.46,46.82,93.64,67.82,Debit Card,Ana,Takeaway
389,2024-10-04,2024,10,4,Sushi,Main,2,82.43,164.86,49.46,98.92,65.94,Debit Card,Bruno,Takeaway
390,2024-12-29,2024,12,6,Pasta,Main,1,60.18,60.18,31.29,31.29,28.89,Debit Card,Eduarda,Dine-in
391,2024-03-03,2024,3,6,Salad,Starter,5,30.65,153.25,13.79,68.95,84.3,Credit Card,Bruno,Delivery
392,2024-01-14,2024,1,6,Steak,Main,5,76.9,384.5,44.6,223.0,161.5,Debit Card,Diego,Takeaway
393,2024-03-07,2024,3,3,Beer,Drink,3,14.58,43.74,6.56,19.68,24.06,Cash,Ana,Delivery
394,2024-07-22,2024,7,0,Dessert,Dessert,1,27.17,27.17,11.41,11.41,15.76,Pix,Diego,Takeaway
395,2024-02-07,2024,2,2,Pasta,Main,2,52.16,104.32,27.12,54.24,50.08,Debit Card,Ana,Delivery
396,2024-08-26,2024,8,0,Soda,Drink,2,11.52,23.04,4.03,8.06,14.98,Debit Card,Bruno,Takeaway
397,2024-11-23,2024,11,5,Beer,Drink,3,13.12,39.36,5.9,17.7,21.66,Credit Card,Bruno,Delivery
398,2024-09-14,2024,9,5,Burger,Main,3,35.37,106.11,19.45,58.35,47.76,Cash,Eduarda,Dine-in
399,2024-06-04,2024,6,1,Pasta,Main,2,55.12,110.24,28.66,57.32,52.92,Credit Card,Carla,Takeaway
400,2024-04-25,2024,4,3,Steak,Main,1,105.7,105.7,61.31,61.31,44.39,Debit Card,Ana,Delivery
401,2024-04-10,2024,4,2,Soda,Drink,2,8.6,17.2,3.01,6.02,11.18,Debit Card,Bruno,Takeaway
402,2024-06-04,2024,6,1,Beer,Drink,1,13.23,13.23,5.95,5.95,7.28,Cash,Eduarda,Takeaway
403,2024-03-27,2024,3,2,Beer,Drink,1,21.34,21.34,9.6,9.6,11.74,Credit Card,Bruno,Takeaway
404,2024-11-15,2024,11,4,Beer,Drink,1,15.27,15.27,6.87,6.87,8.4,Debit Card,Eduarda,Dine-in
405,2024-01-15,2024,1,0,Pizza,Main,1,60.77,60.77,30.39,30.39,30.38,Cash,Eduarda,Delivery
406,2024-11-29,2024,11,4,Salad,Starter,1,34.78,34.78,15.65,15.65,19.13,Pix,Eduarda,Takeaway
407,2024-01-16,2024,1,1,Dessert,Dessert,2,28.66,57.32,12.04,24.08,33.24,Debit Card,Carla,Delivery
408,2024-05-05,2024,5,6,Fries,Side,6,18.84,113.04,7.54,45.24,67.8,Debit Card,Diego,Dine-in
409,2024-12-18,2024,12,2,Burger,Main,2,31.07,62.14,17.09,34.18,27.96,Credit Card,Diego,Delivery
410,2024-09-04,2024,9,2,Dessert,Dessert,1,27.71,27.71,11.64,11.64,16.07,Credit Card,Carla,Takeaway
411,2024-03-14,2024,3,3,Steak,Main,2,71.46,142.92,41.45,82.9,60.02,Debit Card,Carla,Delivery
412,2024-03-07,2024,3,3,Steak,Main,3,103.06,309.18,59.77,179.31,129.87,Cash,Carla,Dine-in
413,2024-08-26,2024,8,0,Pizza,Main,6,52.17,313.02,26.09,156.54,156.48,Debit Card,Diego,Dine-in
414,2024-03-13,2024,3,2,Pizza,Main,1,68.74,68.74,34.37,34.37,34.37,Cash,Carla,Delivery
415,2024-11-11,2024,11,0,Fries,Side,2,24.87,49.74,9.95,19.9,29.84,Credit Card,Bruno,Delivery
416,2024-10-22,2024,10,1,Steak,Main,1,86.97,86.97,50.44,50.44,36.53,Credit Card,Bruno,Delivery
417,2024-09-20,2024,9,4,Dessert,Dessert,3,20.15,60.45,8.46,25.38,35.07,Pix,Carla,Delivery
418,2024-01-12,2024,1,4,Pizza,Main,6,58.57,351.42,29.29,175.74,175.68,Pix,Eduarda,Delivery
419,2024-05-03,2024,5,4,Salad,Starter,1,25.38,25.38,11.42,11.42,13.96,Debit Card,Ana,Dine-in
420,2024-05-24,2024,5,4,Dessert,Dessert,6,28.69,172.14,12.05,72.3,99.84,Pix,Carla,Takeaway
421,2024-01-05,2024,1,4,Pizza,Main,1,47.48,47.48,23.74,23.74,23.74,Pix,Bruno,Delivery
422,2024-07-06,2024,7,5,Fries,Side,5,22.85,114.25,9.14,45.7,68.55,Debit Card,Ana,Delivery
423,2024-01-27,2024,1,5,Beer,Drink,5,20.74,103.7,9.33,46.65,57.05,Credit Card,Carla,Takeaway
424,2024-05-27,2024,5,0,Pizza,Main,1,62.03,62.03,31.02,31.02,31.01,Pix,Eduarda,Delivery
425,2024-10-08,2024,10,1,Sushi,Main,1,74.01,74.01,44.41,44.41,29.6,Cash,Bruno,Dine-in
426,2024-07-20,2024,7,5,Steak,Main,1,69.36,69.36,40.23,40.23,29.13,Debit Card,Eduarda,Delivery
427,2024-03-14,2024,3,3,Salad,Starter,3,35.08,105.24,15.79,47.37,57.87,Pix,Eduarda,Dine-in
428,2024-01-24,2024,1,2,Burger,Main,1,35.27,35.27,19.4,19.4,15.87,Credit Card,Carla,Delivery
429,2024-09-22,2024,9,6,Dessert,Dessert,1,27.19,27.19,11.42,11.42,15.77,Credit Card,Eduarda,Takeaway
430,2024-03-12,2024,3,1,Steak,Main,1,102.35,102.35,59.36,59.36,42.99,Debit Card,Bruno,Delivery
431,2024-11-11,2024,11,0,Sushi,Main,1,92.2,92.2,55.32,55.32,36.88,Debit Card,Eduarda,Takeaway
432,2024-09-29,2024,9,6,Dessert,Dessert,1,31.73,31.73,13.33,13.33,18.4,Debit Card,Diego,Dine-in
433,2024-07-07,2024,7,6,Steak,Main,2,107.5,215.0,62.35,124.7,90.3,Cash,Diego,Takeaway
434,2024-06-06,2024,6,3,Burger,Main,1,30.73,30.73,16.9,16.9,13.83,Pix,Carla,Takeaway
435,2024-10-23,2024,10,2,Beer,Drink,1,20.15,20.15,9.07,9.07,11.08,Credit Card,Ana,Takeaway
436,2024-09-02,2024,9,0,Pasta,Main,4,51.86,207.44,26.97,107.88,99.56,Pix,Bruno,Takeaway
437,2024-05-04,2024,5,5,Burger,Main,1,36.35,36.35,19.99,19.99,16.36,Cash,Bruno,Dine-in
438,2024-08-13,2024,8,1,Steak,Main,1,119.4,119.4,69.25,69.25,50.15,Pix,Bruno,Delivery
439,2024-12-19,2024,12,3,Salad,Starter,4,28.86,115.44,12.99,51.96,63.48,Pix,Eduarda,Takeaway
440,2024-08-29,2024,8,3,Burger,Main,1,35.62,35.62,19.59,19.59,16.03,Credit Card,Eduarda,Dine-in
441,2024-10-14,2024,10,0,Steak,Main,1,84.29,84.29,48.89,48.89,35.4,Pix,Eduarda,Delivery
442,2024-06-09,2024,6,6,Pasta,Main,1,51.53,51.53,26.8,26.8,24.73,Pix,Eduarda,Delivery
443,2024-10-06,2024,10,6,Steak,Main,5,83.07,415.35,48.18,240.9,174.45,Debit Card,Eduarda,Delivery
444,2024-04-08,2024,4,0,Salad,Starter,2,29.76,59.52,13.39,26.78,32.74,Debit Card,Eduarda,Delivery
445,2024-04-25,2024,4,3,Sushi,Main,1,76.42,76.42,45.85,45.85,30.57,Debit Card,Bruno,Takeaway
446,2024-12-26,2024,12,3,Dessert,Dessert,2,28.97,57.94,12.17,24.34,33.6,Debit Card,Diego,Delivery
447,2024-10-13,2024,10,6,Sushi,Main,6,77.99,467.94,46.79,280.74,187.2,Debit Card,Ana,Takeaway
448,2024-12-12,2024,12,3,Soda,Drink,2,10.49,20.98,3.67,7.34,13.64,Pix,Diego,Delivery
449,2024-03-15,2024,3,4,Sushi,Main,5,92.57,462.85,55.54,277.7,185.15,Cash,Carla,Takeaway
450,2024-02-10,2024,2,5,Steak,Main,1,99.65,99.65,57.8,57.8,41.85,Pix,Carla,Takeaway
451,2024-09-02,2024,9,0,Salad,Starter,1,30.29,30.29,13.63,13.63,16.66,Credit Card,Eduarda,Delivery
452,2024-10-14,2024,10,0,Sushi,Main,1,80.25,80.25,48.15,48.15,32.1,Credit Card,Ana,Takeaway
453,2024-10-27,2024,10,6,Salad,Starter,1,24.63,24.63,11.08,11.08,13.55,Credit Card,Ana,Takeaway
